partnership_id,parent_id,analyst,new_or_legacy,primary_mission,sub_mission,partnership_year,partnership_type,level_of_commitment,relationship_type,business_model,mission_type,partnership_strength,asset_name,cocom_1,country_1,org_type_1,organization_1,company_1,cocom_2,country_2,org_type_2,organization_2,company_2,link_1,link_2,link_3
CONIDA-USA - Operation HARPY SUR 2023,Operation HARPY SUR 2023,FC,New,SDA & Combat Power,Space Domain Awareness,2023,"Joint Exercises, Tests and Training",High,Cooperative,G2G,Military,9.0,,USSOUTHCOM,Peru,Government,National Commission for Aerospace R&D (CONIDA),,USNORTHCOM,United States,Government,Space Command (SPACECOM),,https://www.southcom.mil/MEDIA/NEWS-ARTICLES/Article/3476760/peru-bolsters-international-space-collaboration-with-key-us-partners-during-exe/,,
Contec-Cailabs Optical Ground Station Partnership,Contec-Cailabs Optical Ground Station Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2023,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,South Korea,Industry,,Contec Space,USEUCOM,France,Industry,,Cailabs,https://news.satnews.com/2023/03/27/contec-selects-cailabs-for-the-companys-next-optical-ground-station/,,
Contec-KSAT Jeju Partnership,Contec-KSAT Jeju Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2020,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2B,Commercial,1.0,,USINDOPACOM,South Korea,Industry,,Contec Space,USEUCOM,Norway,Industry,,KSAT,https://www.ksat.no/news/news-archive/2020/ksat-is-expanding-their-global-ground-network/,,
CONTEC-Luxembourg Ministry of Economy Partnership,CONTEC-Luxembourg Ministry of Economy Partnership,,Legacy,Space Sensing,ISR & Remote Sensing,2019,"Framework Agreements, Meetings, and Consortia",Low,Cooperative,B2G,Commercial,2.0,,USEUCOM,Luxembourg,Government,Luxembourg Ministry of the Economy,,USINDOPACOM,South Korea,Industry,,CONTEC Space,https://delano.lu/article/delano_first-korean-space-company-set-lux-hq,,
Contec-NanoAvionics 16U EO Satellite,Contec-NanoAvionics 16U EO Satellite,,Legacy,Space Sensing,ISR & Remote Sensing,2021,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,South Korea,Industry,,Contec Space,USEUCOM,Lithuania,Industry,,Nanoavionics,http://contec.kr/NEWS/?q=YToyOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjtzOjQ6InBhZ2UiO2k6Mzt9&bmode=view&idx=9356901&t=board,,
Contec-Safran Ground Station Antennas Partnership,Contec-Safran Ground Station Antennas Partnership,,Legacy,SATCOM & PNT,SATCOM & Data Transport,2021,Transactions,Low,Transaction,B2B,Commercial,2.0,,USINDOPACOM,South Korea,Industry,,Contec Space,USEUCOM,France,Industry,,Safran,http://contec.kr/NEWS/?q=YToyOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjtzOjQ6InBhZ2UiO2k6NDt9&bmode=view&idx=6059615&t=board,,
Copernicus Data Access - Austria,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Austria,Government,Austrian Space Agency (ASA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Belgium,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Belgium,Government,Belgian Federal Science Policy Office (BELSPO),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Bulgaria,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Bulgaria,Government,Bulgarian Aerospace Agency (BASA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Croatia,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Croatia,Government,Croatia Space Generation Advisory Council,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Cyprus,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Cyprus,Government,Cyprus Space Exploration Organisation (CSEO),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Czech Republic,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Czech Republic,Government,Ministry of Transport,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Denmark,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Denmark,Government,DTU Space,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Estonia,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Estonia,Government,Estonian Ministry of Defense,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Finland,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Finland,Government,Finnish Air Force,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - France,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,France,Government,French Space Agency (CNES),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Germany,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Germany,Government,German Aerospace Center (DLR),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Hungary,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Hungary,Government,Hungarian Space Office,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Ireland,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Ireland,Government,"Department of Enterprise, Trade and Employment (DETE)",,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Italy,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Italy,Government,Italian Space Agency (ASI),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Latvia,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Latvia,Government,Latvian Space Office,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Lithuania,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Lithuania,Government,Lithuanian Space Agency (LSA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Luxembourg,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Luxembourg,Government,Luxembourg Space Agency (LSA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Malta,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Malta,Government,Malta Council for Science and Technology (MCST),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Netherlands,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Netherlands,Government,Netherlands Space Office (NSO),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Norway,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Norway,Government,Norwegian Space Agency (NOSA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Poland,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Poland,Government,Polish Space Agency (POLSA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Portugal,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Portugal,Government,Portugal Space (PtSpace),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Romania,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Romania,Government,Romanian Space Agency,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Slovakia,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Slovakia,Government,Slovak Organization for Space Activities (SOSA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Slovenia,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Slovenia,Government,Slovenian Ministry of Defence,,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Spain,Gazprom SS - Telemedia - South Africa Yamal-402 SNG Agreement 2016,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Spain,Government,Agencia Espacial Espanola (AEE),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Sweden,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Sweden,Government,Sweden National Space Agency (SNSA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - Switzerland,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,Switzerland,Government,Switzerland Space Office (SSO),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Access - United Kingdom,Copernicus Data Access 1975,,Legacy,Space Sensing,ISR & Remote Sensing,1975,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USEUCOM,United Kingdom,Government,UK Space Agency (UKSA),,"https://www.iafastro.org/membership/all-members/european-space-agency-esa.html#:~:text=ESA%20has%2022%20Member%20States,and%20Slovenia%20are%20Associate%20Members.",,
Copernicus Data Exchange - Australia,Copernicus Data Exchange 2015,,Legacy,Space Sensing,ISR & Remote Sensing,2015,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USINDOPACOM,Australia,Government,Australian Space Agency (ASA),,https://www.copernicus.eu/en/international-cooperation-area-data-exchange,,
Copernicus Data Exchange - Brazil,Copernicus Data Exchange 2015,,Legacy,Space Sensing,ISR & Remote Sensing,2015,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USSOUTHCOM,Brazil,Government,Brazilian Space Agency (AEB),,https://www.copernicus.eu/en/international-cooperation-area-data-exchange,,
Copernicus Data Exchange - Canada,Copernicus Data Exchange 2015,,Legacy,Space Sensing,ISR & Remote Sensing,2015,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USNORTHCOM,Canada,Government,Canadian Space Agency (CSA),,https://www.copernicus.eu/en/international-cooperation-area-data-exchange,,
Copernicus Data Exchange - Chile,Copernicus Data Exchange 2015,,Legacy,Space Sensing,ISR & Remote Sensing,2015,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USSOUTHCOM,Chile,Government,Chilean Ministry of Defence,,https://www.copernicus.eu/en/international-cooperation-area-data-exchange,,
Copernicus Data Exchange - Colombia,Copernicus Data Exchange 2015,,Legacy,Space Sensing,ISR & Remote Sensing,2015,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USSOUTHCOM,Colombia,Government,Colombian Space Agency (AEC),,https://www.copernicus.eu/en/international-cooperation-area-data-exchange,,
Copernicus Data Exchange - India,Copernicus Data Exchange 2015,,Legacy,Space Sensing,ISR & Remote Sensing,2015,Data and Intel Sharing,High,,G2G,Civil,8.0,Copernicus,USEUCOM,European Union,Government,European Space Agency (ESA),,USINDOPACOM,India,Government,Indian Space Research Organisation (ISRO),,https://www.copernicus.eu/en/international-cooperation-area-data-exchange,,
